rRNA	13077.9
TcMar	130.0
hAT-Tip100	10608.8357681
ERVL-MaLR	117247.807442
PIF-Harbinger	0.0
ERVL	55214.1646779
ERVK	28640.2770201
hAT-Tip100?	558.0
Merlin	45.0
Unknown	1735.02416179
hAT-Charlie	100685.570106
MIR	206415.262578
5S-Deu-L2	1577.5
snRNA	7890.1465495
RTE-BovB	10651.8453555
Satellite	1367.16666667
hAT?	240.017733332
Gypsy	4053.77638076
Helitron?	82.0060698027
TcMar-Pogo	0.0
scRNA	630.023809524
DNA?	996.006069803
TcMar-Mariner	5867.65031847
centr	3284.90030646
acro	5.0
telo	93.0
LTR	641.03011417
DNA	731.0
hAT-Ac	4158.66666667
PiggyBac	545.534866535
SVA	2307.12161232
TcMar-Tc2	2469.06617433
RTE-X	4502.0427724
L2	267702.128007
L1	425272.683005
Dong-R4	174.0
tRNA-Deu	334.0
srpRNA	63714.7810572
hAT-Blackjack	3906.08914249
ERVL?	755.006069803
CR1	31399.7042192
PiggyBac?	79.0
Gypsy?	1334.56858615
MULE-MuDR	478.569634728
TcMar-Tigger	64573.6697704
tRNA	1510.0
RNA	86504.0615079
SINE?	0.0
ERV1?	60.0
tRNA-RTE	4412.0060698
Penelope	502.0
Helitron	243.018091986
ERV1	95187.0365233
hAT-Tag1	32.0
TcMar?	12.0
Alu	240140.2751
hAT	1443.04190151
LTR?	3384.01809199
