rRNA	17138.1
TcMar	44.0337078652
hAT-Tip100	9118.86792301
ERVL-MaLR	104674.721345
PIF-Harbinger	0.0
ERVL	46397.6932621
ERVK	21250.5689536
hAT-Tip100?	510.0
Merlin	39.0
Unknown	1891.00497512
hAT-Charlie	104987.919716
MIR	184302.093295
5S-Deu-L2	1562.0
snRNA	10074.6287956
RTE-BovB	8618.75
Satellite	876.5
hAT?	162.008547009
Gypsy	3341.88346349
Helitron?	337.0
TcMar-Pogo	0.0
scRNA	915.976190476
DNA?	1242.0
TcMar-Mariner	5983.01828358
centr	1961.42188126
acro	6.0
telo	63.0
LTR	473.003012048
DNA	591.0
hAT-Ac	4138.83333333
PiggyBac	957.003012048
SVA	1758.35604331
TcMar-Tc2	3629.15211375
RTE-X	5767.04470709
L2	243256.598288
L1	483583.929536
Dong-R4	221.0
tRNA-Deu	190.0
srpRNA	47378.2299477
hAT-Blackjack	4257.5488498
ERVL?	723.0
CR1	31652.9141348
PiggyBac?	122.0
Gypsy?	1134.77903418
MULE-MuDR	634.65
TcMar-Tigger	74073.2106328
tRNA	2292.0
RNA	46793.5722222
SINE?	0.0
ERV1?	160.033707865
tRNA-RTE	3637.0
Penelope	337.0
Helitron	471.008333333
ERV1	76355.5552188
hAT-Tag1	35.0
TcMar?	8.0
Alu	208953.806253
hAT	1396.50301205
LTR?	2167.07826837
