rRNA	23882.0014706
TcMar	44.0
hAT-Tip100	5354.14751325
ERVL-MaLR	67605.9098093
PIF-Harbinger	0.0
ERVL	28718.8880472
ERVK	15824.716147
hAT-Tip100?	510.0
Merlin	32.0
Unknown	1399.00147059
hAT-Charlie	64447.033048
MIR	119171.106367
5S-Deu-L2	1234.0
snRNA	9117.09090909
RTE-BovB	6438.71317092
Satellite	362.504411765
hAT?	95.0232641517
Gypsy	2312.79777608
Helitron?	234.0
TcMar-Pogo	0.0
scRNA	616.334803922
DNA?	767.501470588
TcMar-Mariner	3790.01932777
centr	1432.83004162
acro	0.0
telo	5.0
LTR	244.009675183
DNA	396.0
hAT-Ac	3353.16666667
PiggyBac	706.514325483
SVA	1133.0462595
TcMar-Tc2	1617.02727269
RTE-X	2573.02401539
L2	151508.114497
L1	258930.735343
Dong-R4	93.0
tRNA-Deu	55.0
srpRNA	46800.8613163
hAT-Blackjack	2498.04627646
ERVL?	477.001470588
CR1	20233.7889878
PiggyBac?	13.0
Gypsy?	894.758870134
MULE-MuDR	298.407778768
TcMar-Tigger	43278.6397495
tRNA	1660.0
RNA	50515.4440476
SINE?	0.0
ERV1?	60.0014705882
tRNA-RTE	2694.00147059
Penelope	318.0
Helitron	403.004837592
ERV1	48104.3526419
hAT-Tag1	12.0
TcMar?	0.0
Alu	135576.422833
hAT	836.004837592
LTR?	1201.00630818
