rRNA	17321.6127893
TcMar	40.0015847861
hAT-Tip100	4566.14283607
ERVL-MaLR	57944.4473407
PIF-Harbinger	0.0
ERVL	24790.2958613
ERVK	13411.5501172
hAT-Tip100?	151.010959969
Merlin	48.0
Unknown	1121.00627238
hAT-Charlie	63711.9014872
MIR	111445.375725
5S-Deu-L2	1318.56040832
snRNA	6181.55095997
RTE-BovB	7046.33960571
Satellite	577.506272377
hAT?	92.0015847861
Gypsy	2396.44182581
Helitron?	327.0
TcMar-Pogo	0.0
scRNA	606.841190497
DNA?	718.0
TcMar-Mariner	3289.03223237
centr	1603.73945816
acro	3.0
telo	0.0046875912693
LTR	225.007857163
DNA	362.0
hAT-Ac	2896.00468759
PiggyBac	644.018102826
SVA	1084.5444495
TcMar-Tc2	1528.63198364
RTE-X	2647.2854838
L2	138711.63314
L1	242370.897759
Dong-R4	78.0
tRNA-Deu	237.004687591
srpRNA	34913.0714937
hAT-Blackjack	2541.03453146
ERVL?	460.007857163
CR1	18851.3471656
PiggyBac?	52.0
Gypsy?	803.693340962
MULE-MuDR	169.055796207
TcMar-Tigger	39712.2780358
tRNA	1414.0
RNA	26874.7484848
SINE?	0.0
ERV1?	60.0046875913
tRNA-RTE	2641.0
Penelope	301.0
Helitron	310.026725088
ERV1	44885.0586661
hAT-Tag1	31.0046875913
TcMar?	0.0
Alu	146019.253672
hAT	697.012544755
LTR?	983.010959969
