rRNA	24063.0011765
TcMar	83.0
hAT-Tip100	6512.19936872
ERVL-MaLR	80468.5508689
PIF-Harbinger	0.0
ERVL	35059.2074311
ERVK	19229.472765
hAT-Tip100?	341.002352941
Merlin	12.0
Unknown	1658.00352941
hAT-Charlie	82003.8941673
MIR	143880.16067
5S-Deu-L2	1404.00117647
snRNA	13787.192458
RTE-BovB	8982.00117647
Satellite	665.002352941
hAT?	111.001176471
Gypsy	2770.22211573
Helitron?	227.001176471
TcMar-Pogo	0.0
scRNA	779.061176471
DNA?	910.001176471
TcMar-Mariner	4327.08769115
centr	2288.76626259
acro	2.0
telo	9.00117647059
LTR	317.004705882
DNA	414.001176471
hAT-Ac	3592.66784314
PiggyBac	956.006184359
SVA	1296.64110592
TcMar-Tc2	2116.03787224
RTE-X	3226.04182967
L2	185098.175987
L1	330915.567489
Dong-R4	117.0
tRNA-Deu	163.001176471
srpRNA	56540.7466903
hAT-Blackjack	3466.02464973
ERVL?	756.001176471
CR1	24698.5671758
PiggyBac?	20.0
Gypsy?	897.789174727
MULE-MuDR	397.27158382
TcMar-Tigger	54759.8041433
tRNA	1810.50235294
RNA	65122.1821289
SINE?	0.0
ERV1?	128.002352941
tRNA-RTE	3564.00117647
Penelope	406.0
Helitron	285.502352941
ERV1	58742.1354516
hAT-Tag1	48.0
TcMar?	4.0
Alu	171707.479406
hAT	1078.01101528
LTR?	1545.00235294
