rRNA	156721.333333
TcMar	12.0
hAT-Tip100	6944.74927098
ERVL-MaLR	75900.4093942
PIF-Harbinger	0.0
ERVL	33658.920184
ERVK	19803.485257
hAT-Tip100?	484.002684564
Merlin	67.0
Unknown	1332.00470477
hAT-Charlie	78078.3750745
MIR	142964.745385
5S-Deu-L2	1431.00134228
snRNA	8469.20008067
RTE-BovB	7153.00336248
Satellite	624.501342282
hAT?	127.002020202
Gypsy	2432.28347909
Helitron?	242.0
TcMar-Pogo	0.0
scRNA	902.01718474
DNA?	827.0
TcMar-Mariner	4354.01344994
centr	2797.08487938
acro	0.0
telo	16.0013422819
LTR	358.004704766
DNA	380.0
hAT-Ac	2917.00134228
PiggyBac	659.002684564
SVA	1365.09370141
TcMar-Tc2	2163.12362822
RTE-X	3613.00940953
L2	176650.502076
L1	303887.098469
Dong-R4	106.0
tRNA-Deu	173.001342282
srpRNA	57181.6124008
hAT-Blackjack	2819.22352559
ERVL?	670.002684564
CR1	23146.0208393
PiggyBac?	52.0
Gypsy?	971.428760762
MULE-MuDR	398.572713714
TcMar-Tigger	49441.6668225
tRNA	1866.0
RNA	43618.2357143
SINE?	0.0
ERV1?	110.003362484
tRNA-RTE	3314.0020202
Penelope	348.0
Helitron	315.004704766
ERV1	56791.8649476
hAT-Tag1	4.00134228188
TcMar?	16.0
Alu	176632.367292
hAT	984.015014044
LTR?	1388.00672497
