rRNA	20921.1
TcMar	51.0
hAT-Tip100	7658.32966584
ERVL-MaLR	90218.7911565
PIF-Harbinger	0.0
ERVL	36184.8523077
ERVK	35693.355241
hAT-Tip100?	431.5
Merlin	0.0
Unknown	1682.00485437
hAT-Charlie	82903.2448329
MIR	148493.712456
5S-Deu-L2	1663.0
snRNA	20459.8127765
RTE-BovB	7050.00170358
Satellite	700.007104013
hAT?	102.00876034
Gypsy	2586.36113028
Helitron?	533.0
TcMar-Pogo	0.0
scRNA	1151.35820761
DNA?	846.0
TcMar-Mariner	4336.05232826
centr	3371.47604139
acro	1.0
telo	36.0
LTR	334.0
DNA	473.0
hAT-Ac	3528.0
PiggyBac	709.513661959
SVA	1163.00113127
TcMar-Tc2	2162.05088633
RTE-X	3994.51065602
L2	204951.157373
L1	336565.349524
Dong-R4	90.0
tRNA-Deu	124.0
srpRNA	122097.972381
hAT-Blackjack	3100.08933925
ERVL?	671.003552006
CR1	22724.4520668
PiggyBac?	12.0
Gypsy?	978.617213965
MULE-MuDR	356.046239709
TcMar-Tigger	55910.6109392
tRNA	2394.0
RNA	128790.641667
SINE?	0.0
ERV1?	201.003552006
tRNA-RTE	3393.0
Penelope	558.0
Helitron	287.003552006
ERV1	60386.3490275
hAT-Tag1	16.0
TcMar?	0.0
Alu	181353.638128
hAT	1060.0121357
LTR?	1589.00840638
