rRNA	15153.3628076
TcMar	51.0020283976
hAT-Tip100	10180.1747134
ERVL-MaLR	118225.177707
PIF-Harbinger	4.0
ERVL	54720.4853515
ERVK	41248.7365736
hAT-Tip100?	393.002028398
Merlin	39.0
Unknown	2225.0020284
hAT-Charlie	97105.6284043
MIR	200251.438021
5S-Deu-L2	2001.5
snRNA	12558.050565
RTE-BovB	9597.5020284
Satellite	1219.0040568
hAT?	265.007693159
Gypsy	3460.85361248
Helitron?	122.0
TcMar-Pogo	0.0
scRNA	598.009174312
DNA?	754.0
TcMar-Mariner	6248.01254753
centr	1883.07219815
acro	0.0
telo	25.0
LTR	503.0
DNA	640.0
hAT-Ac	3981.0
PiggyBac	464.504056795
SVA	2229.87055154
TcMar-Tc2	2329.09814214
RTE-X	4168.00972156
L2	263914.16249
L1	382358.978792
Dong-R4	100.0
tRNA-Deu	324.0
srpRNA	133128.604788
hAT-Blackjack	4404.56089964
ERVL?	839.0
CR1	30058.3591661
PiggyBac?	42.0
Gypsy?	1076.75800207
MULE-MuDR	427.387185482
TcMar-Tigger	62635.6019707
tRNA	1746.0
RNA	169711.851263
SINE?	0.0
ERV1?	125.002028398
tRNA-RTE	3754.0
Penelope	675.0
Helitron	367.0
ERV1	95360.4222686
hAT-Tag1	82.0
TcMar?	32.0
Alu	223518.715943
hAT	1755.08916318
LTR?	2407.0020284
