rRNA	36059.2647343
TcMar	32.0
hAT-Tip100	6655.09335675
ERVL-MaLR	82419.0178811
PIF-Harbinger	0.0
ERVL	34627.7847701
ERVK	28287.8641503
hAT-Tip100?	467.0
Merlin	16.0
Unknown	1697.00201207
hAT-Charlie	77726.7907663
MIR	143144.118218
5S-Deu-L2	1941.5
snRNA	12203.4487179
RTE-BovB	7605.50393885
Satellite	600.670605521
hAT?	60.0
Gypsy	3488.67397849
Helitron?	416.0
TcMar-Pogo	0.0
scRNA	726.672072072
DNA?	947.0
TcMar-Mariner	4565.0707929
centr	3332.54130436
acro	12.0
telo	22.0
LTR	332.751926782
DNA	386.0
hAT-Ac	4542.00540541
PiggyBac	690.021766598
SVA	1468.36563028
TcMar-Tc2	1774.02565241
RTE-X	3308.00980449
L2	179745.730113
L1	305857.569678
Dong-R4	90.0039388547
tRNA-Deu	257.001926782
srpRNA	84698.112034
hAT-Blackjack	3315.55582279
ERVL?	684.0
CR1	25762.676645
PiggyBac?	70.0
Gypsy?	933.51722197
MULE-MuDR	443.011271042
TcMar-Tigger	50009.6362431
tRNA	1642.0
RNA	76794.7344988
SINE?	0.0
ERV1?	81.0039388547
tRNA-RTE	3635.5
Penelope	432.0
Helitron	399.501926782
ERV1	60976.0276881
hAT-Tag1	32.0
TcMar?	0.0
Alu	181113.21169
hAT	1042.00393885
LTR?	1674.00393885
