rRNA	26834.0
TcMar	52.0013568521
hAT-Tip100	7865.82780878
ERVL-MaLR	81890.2700415
PIF-Harbinger	0.0
ERVL	35140.5478243
ERVK	27144.3609568
hAT-Tip100?	403.001356852
Merlin	74.0
Unknown	1799.0
hAT-Charlie	83293.5393963
MIR	146245.678278
5S-Deu-L2	1824.50135685
snRNA	11103.2345053
RTE-BovB	8638.51493151
Satellite	830.004070556
hAT?	206.0
Gypsy	2936.90737837
Helitron?	304.0
TcMar-Pogo	12.0
scRNA	746.172315364
DNA?	857.001356852
TcMar-Mariner	4444.05570814
centr	3067.96709113
acro	6.0
telo	11.0
LTR	316.427198984
DNA	392.0
hAT-Ac	4404.00135685
PiggyBac	656.50700555
SVA	1277.62272323
TcMar-Tc2	2119.16135397
RTE-X	3296.55021761
L2	174656.624876
L1	335994.526029
Dong-R4	76.0
tRNA-Deu	196.0
srpRNA	79129.6597916
hAT-Blackjack	2981.10378272
ERVL?	673.002713704
CR1	23940.4063962
PiggyBac?	39.0
Gypsy?	864.677367895
MULE-MuDR	402.044124618
TcMar-Tigger	52942.2888794
tRNA	1502.0
RNA	73267.2428571
SINE?	0.0
ERV1?	76.0013568521
tRNA-RTE	3564.0
Penelope	439.0
Helitron	361.004070556
ERV1	61427.4576845
hAT-Tag1	59.0
TcMar?	0.0
Alu	177761.062188
hAT	1043.0112974
LTR?	1488.03099425
