rRNA	7797.86310712
TcMar	44.0
hAT-Tip100	8171.80282344
ERVL-MaLR	89408.3281604
PIF-Harbinger	0.0
ERVL	39179.2599246
ERVK	19854.8414782
hAT-Tip100?	395.0
Merlin	72.0
Unknown	2022.0
hAT-Charlie	100135.09653
MIR	171282.166454
5S-Deu-L2	1922.5
snRNA	8003.07549858
RTE-BovB	8397.83532934
Satellite	571.170658683
hAT?	87.0042194093
Gypsy	3911.04102905
Helitron?	323.0
TcMar-Pogo	0.0
scRNA	793.519230769
DNA?	1132.0
TcMar-Mariner	4923.01220344
centr	2537.60584101
acro	14.0
telo	23.001996008
LTR	355.001996008
DNA	416.0
hAT-Ac	4593.5
PiggyBac	869.004219409
SVA	1265.23095316
TcMar-Tc2	3145.13618916
RTE-X	4466.01243083
L2	215916.078804
L1	449666.422084
Dong-R4	151.0
tRNA-Deu	204.0
srpRNA	49518.1838785
hAT-Blackjack	3879.13364214
ERVL?	697.0
CR1	29432.0556536
PiggyBac?	107.0
Gypsy?	993.507984032
MULE-MuDR	593.073278059
TcMar-Tigger	67435.804301
tRNA	1427.0
RNA	35924.487037
SINE?	0.0
ERV1?	139.0
tRNA-RTE	4368.0
Penelope	464.0
Helitron	323.006215417
ERV1	67625.730457
hAT-Tag1	76.0
TcMar?	0.0
Alu	201270.952933
hAT	1236.04946787
LTR?	1878.50399202
