rRNA	9180.0
TcMar	20.0
hAT-Tip100	5530.16876768
ERVL-MaLR	64960.8845906
PIF-Harbinger	0.0
ERVL	29520.9058403
ERVK	13198.4340471
hAT-Tip100?	363.0
Merlin	0.0
Unknown	954.003372681
hAT-Charlie	62587.3073947
MIR	116480.818775
5S-Deu-L2	1054.0
snRNA	4423.15705128
RTE-BovB	5423.25
Satellite	415.001686341
hAT?	119.0
Gypsy	2250.34345138
Helitron?	209.0
TcMar-Pogo	0.0
scRNA	563.668353007
DNA?	694.001686341
TcMar-Mariner	3589.00674536
centr	1770.32441721
acro	3.0
telo	17.0
LTR	243.001686341
DNA	264.0
hAT-Ac	2599.5
PiggyBac	493.503372681
SVA	1026.15239189
TcMar-Tc2	1753.02947264
RTE-X	3097.01094137
L2	149782.568473
L1	265612.223309
Dong-R4	71.0
tRNA-Deu	133.0
srpRNA	33887.6999271
hAT-Blackjack	2379.02879785
ERVL?	543.005882353
CR1	19335.3858713
PiggyBac?	20.0
Gypsy?	970.481249498
MULE-MuDR	343.751686341
TcMar-Tigger	43397.6126877
tRNA	1394.0
RNA	27319.0833333
SINE?	0.0
ERV1?	32.0016863406
tRNA-RTE	2469.00168634
Penelope	237.0
Helitron	249.001686341
ERV1	44356.0002351
hAT-Tag1	20.0
TcMar?	8.0
Alu	126570.674385
hAT	705.001686341
LTR?	1065.00337268
