rRNA	8505.56766857
TcMar	32.0029915325
hAT-Tip100	6177.86641996
ERVL-MaLR	68392.4854112
PIF-Harbinger	0.0
ERVL	29530.6805418
ERVK	19755.4756766
hAT-Tip100?	271.004335619
Merlin	19.0
Unknown	1884.00899966
hAT-Charlie	74805.6653939
MIR	127459.201697
5S-Deu-L2	1747.5
snRNA	7214.27241824
RTE-BovB	9216.02830935
Satellite	649.674018876
hAT?	84.0051685732
Gypsy	2395.52239958
Helitron?	221.001344086
TcMar-Pogo	0.0
scRNA	849.71470442
DNA?	885.006147275
TcMar-Mariner	5326.04516639
centr	2332.46329856
acro	12.0
telo	2.0
LTR	369.002688172
DNA	271.0
hAT-Ac	3652.50285238
PiggyBac	614.004196468
SVA	960.426297681
TcMar-Tc2	2028.06823638
RTE-X	2909.01349948
L2	159544.049964
L1	278450.891723
Dong-R4	93.0044998281
tRNA-Deu	235.0
srpRNA	59676.8654638
hAT-Blackjack	3365.05392357
ERVL?	546.004499828
CR1	22758.1322505
PiggyBac?	40.0
Gypsy?	992.880680743
MULE-MuDR	227.05169711
TcMar-Tigger	49617.9762336
tRNA	1489.50299153
RNA	57038.8388889
SINE?	0.0
ERV1?	107.009365041
tRNA-RTE	3718.00449983
Penelope	464.0
Helitron	177.004499828
ERV1	50783.2960951
hAT-Tag1	108.0
TcMar?	0.0
Alu	151848.204478
hAT	1186.00899966
LTR?	1463.00936504
